"source","target","weight","type"
"777","777",8,"undirected"
"778","778",10,"undirected"
"740","779",8,"undirected"
"779","779",12,"undirected"
"780","779",9,"undirected"
"740","780",6,"undirected"
"779","780",9,"undirected"
"780","780",10,"undirected"
"590","781",9,"undirected"
"733","781",8,"undirected"
"776","781",8,"undirected"
"781","781",9,"undirected"
"736","783",12,"undirected"
"740","783",10,"undirected"
"783","783",14,"undirected"
"784","783",9,"undirected"
"786","783",6,"undirected"
"787","783",11,"undirected"
"590","784",11,"undirected"
"733","784",9,"undirected"
"736","784",11,"undirected"
"740","784",16,"undirected"
"783","784",9,"undirected"
"784","784",17,"undirected"
"786","784",6,"undirected"
"787","784",8,"undirected"
"740","786",6,"undirected"
"783","786",6,"undirected"
"784","786",6,"undirected"
"786","786",8,"undirected"
"787","786",6,"undirected"
"736","787",9,"undirected"
"740","787",9,"undirected"
"783","787",11,"undirected"
"784","787",8,"undirected"
"786","787",6,"undirected"
"787","787",11,"undirected"
"740","792",6,"undirected"
"792","792",10,"undirected"
"590","793",11,"undirected"
"733","793",8,"undirected"
"736","793",11,"undirected"
"740","793",6,"undirected"
"793","793",14,"undirected"
"795","795",8,"undirected"
"797","797",7,"undirected"
"1","8",106,"undirected"
"2","8",33,"undirected"
"5","8",28,"undirected"
"74","8",9,"undirected"
"8","8",192,"undirected"
"81","8",13,"undirected"
"820","8",43,"undirected"
"867","8",16,"undirected"
"871","8",6,"undirected"
"89","8",12,"undirected"
"590","801",6,"undirected"
"733","801",7,"undirected"
"740","801",9,"undirected"
"801","801",12,"undirected"
"740","807",10,"undirected"
"807","807",13,"undirected"
"740","808",6,"undirected"
"808","808",7,"undirected"
"590","809",6,"undirected"
"733","809",6,"undirected"
"736","809",9,"undirected"
"740","809",8,"undirected"
"809","809",12,"undirected"
"1","81",13,"undirected"
"1181","81",6,"undirected"
"1182","81",7,"undirected"
"62","81",6,"undirected"
"8","81",13,"undirected"
"81","81",60,"undirected"
"820","81",24,"undirected"
"89","81",6,"undirected"
"1","82",9,"undirected"
"5","82",11,"undirected"
"82","82",24,"undirected"
"84","82",9,"undirected"
"1","820",168,"undirected"
"1006","820",9,"undirected"
"1011","820",9,"undirected"
"1013","820",7,"undirected"
"1015","820",6,"undirected"
"1016","820",10,"undirected"
"1017","820",9,"undirected"
"1024","820",7,"undirected"
"1025","820",8,"undirected"
"1026","820",24,"undirected"
"1029","820",8,"undirected"
"1042","820",8,"undirected"
"1043","820",6,"undirected"
"1044","820",6,"undirected"
"1068","820",13,"undirected"
"1070","820",8,"undirected"
"1072","820",15,"undirected"
"1073","820",7,"undirected"
"1074","820",7,"undirected"
"1075","820",12,"undirected"
"1076","820",6,"undirected"
"1077","820",33,"undirected"
"1094","820",6,"undirected"
"1102","820",7,"undirected"
"1108","820",6,"undirected"
"1110","820",7,"undirected"
"1112","820",8,"undirected"
"1114","820",23,"undirected"
"1122","820",9,"undirected"
"1126","820",7,"undirected"
"1128","820",7,"undirected"
"1131","820",6,"undirected"
"1132","820",6,"undirected"
"1134","820",15,"undirected"
"1140","820",11,"undirected"
"1175","820",10,"undirected"
"1189","820",6,"undirected"
"1199","820",16,"undirected"
"1200","820",9,"undirected"
"1206","820",16,"undirected"
"1207","820",25,"undirected"
"1212","820",7,"undirected"
"1213","820",8,"undirected"
"1214","820",9,"undirected"
"1218","820",16,"undirected"
"1220","820",24,"undirected"
"1223","820",8,"undirected"
"1224","820",7,"undirected"
"1231","820",26,"undirected"
"1233","820",6,"undirected"
"1237","820",8,"undirected"
"124","820",18,"undirected"
"1247","820",16,"undirected"
"125","820",6,"undirected"
"14","820",60,"undirected"
"15","820",7,"undirected"
"168","820",20,"undirected"
"2","820",37,"undirected"
"21","820",14,"undirected"
"224","820",17,"undirected"
"226","820",7,"undirected"
"228","820",10,"undirected"
"26","820",6,"undirected"
"285","820",22,"undirected"
"3","820",16,"undirected"
"30","820",9,"undirected"
"306","820",18,"undirected"
"318","820",7,"undirected"
"33","820",10,"undirected"
"334","820",11,"undirected"
"382","820",7,"undirected"
"394","820",13,"undirected"
"4","820",8,"undirected"
"437","820",7,"undirected"
"457","820",10,"undirected"
"553","820",6,"undirected"
"580","820",12,"undirected"
"589","820",15,"undirected"
"62","820",11,"undirected"
"711","820",32,"undirected"
"720","820",221,"undirected"
"721","820",204,"undirected"
"74","820",20,"undirected"
"8","820",43,"undirected"
"81","820",24,"undirected"
"820","820",1371,"undirected"
"823","820",7,"undirected"
"833","820",7,"undirected"
"834","820",17,"undirected"
"843","820",14,"undirected"
"844","820",14,"undirected"
"856","820",8,"undirected"
"859","820",10,"undirected"
"865","820",10,"undirected"
"867","820",12,"undirected"
"871","820",8,"undirected"
"880","820",13,"undirected"
"89","820",55,"undirected"
"893","820",8,"undirected"
"894","820",17,"undirected"
"896","820",19,"undirected"
"909","820",8,"undirected"
"917","820",12,"undirected"
"937","820",9,"undirected"
"939","820",6,"undirected"
"948","820",11,"undirected"
"950","820",11,"undirected"
"957","820",6,"undirected"
"970","820",6,"undirected"
"971","820",14,"undirected"
"98","820",11,"undirected"
"987","820",10,"undirected"
"988","820",6,"undirected"
"989","820",6,"undirected"
"997","820",16,"undirected"
"998","820",12,"undirected"
"327","821",7,"undirected"
"41","821",8,"undirected"
"821","821",16,"undirected"
"1033","823",10,"undirected"
"1034","823",10,"undirected"
"1035","823",7,"undirected"
"820","823",7,"undirected"
"823","823",40,"undirected"
"829","829",10,"undirected"
"83","83",11,"undirected"
"820","833",7,"undirected"
"833","833",10,"undirected"
"820","834",17,"undirected"
"834","834",24,"undirected"
"5","84",10,"undirected"
"82","84",9,"undirected"
"84","84",24,"undirected"
"842","842",8,"undirected"
"1","843",9,"undirected"
"820","843",14,"undirected"
"843","843",16,"undirected"
"844","843",8,"undirected"
"1","844",8,"undirected"
"820","844",14,"undirected"
"843","844",8,"undirected"
"844","844",17,"undirected"
"845","845",7,"undirected"
"846","846",8,"undirected"
"849","849",14,"undirected"
"14","851",6,"undirected"
"720","851",11,"undirected"
"851","851",20,"undirected"
"986","851",11,"undirected"
"852","852",6,"undirected"
"820","856",8,"undirected"
"856","856",11,"undirected"
"820","859",10,"undirected"
"859","859",16,"undirected"
"861","861",6,"undirected"
"224","865",6,"undirected"
"74","865",6,"undirected"
"820","865",10,"undirected"
"865","865",32,"undirected"
"866","866",8,"undirected"
"74","867",7,"undirected"
"8","867",16,"undirected"
"820","867",12,"undirected"
"867","867",26,"undirected"
"869","869",7,"undirected"
"87","87",10,"undirected"
"8","871",6,"undirected"
"820","871",8,"undirected"
"871","871",11,"undirected"
"873","873",9,"undirected"
"878","878",8,"undirected"
"881","878",6,"undirected"
"345","879",7,"undirected"
"879","879",14,"undirected"
"880","879",10,"undirected"
"345","880",6,"undirected"
"820","880",13,"undirected"
"879","880",10,"undirected"
"880","880",19,"undirected"
"878","881",6,"undirected"
"881","881",7,"undirected"
"884","884",7,"undirected"
"1","89",56,"undirected"
"104","89",7,"undirected"
"1042","89",6,"undirected"
"1043","89",6,"undirected"
"115","89",7,"undirected"
"1179","89",10,"undirected"
"1180","89",12,"undirected"
"126","89",6,"undirected"
"33","89",6,"undirected"
"5","89",48,"undirected"
"62","89",8,"undirected"
"711","89",7,"undirected"
"720","89",33,"undirected"
"721","89",11,"undirected"
"8","89",12,"undirected"
"81","89",6,"undirected"
"820","89",55,"undirected"
"89","89",193,"undirected"
"892","892",9,"undirected"
"1","893",20,"undirected"
"277","893",12,"undirected"
"553","893",11,"undirected"
"820","893",8,"undirected"
"893","893",41,"undirected"
"894","893",15,"undirected"
"1","894",26,"undirected"
"14","894",6,"undirected"
"277","894",14,"undirected"
"553","894",20,"undirected"
"820","894",17,"undirected"
"893","894",15,"undirected"
"894","894",117,"undirected"
"896","894",11,"undirected"
"895","895",7,"undirected"
"1","896",8,"undirected"
"820","896",19,"undirected"
"894","896",11,"undirected"
"896","896",34,"undirected"
"899","899",25,"undirected"
"900","899",12,"undirected"
"901","899",7,"undirected"
"902","899",6,"undirected"
"9","9",15,"undirected"
"317","90",11,"undirected"
"318","90",7,"undirected"
"90","90",16,"undirected"
"899","900",12,"undirected"
"900","900",13,"undirected"
"901","900",6,"undirected"
"902","900",6,"undirected"
"899","901",7,"undirected"
"900","901",6,"undirected"
"901","901",7,"undirected"
"899","902",6,"undirected"
"900","902",6,"undirected"
"902","902",6,"undirected"
"1","909",9,"undirected"
"820","909",8,"undirected"
"909","909",16,"undirected"
"911","909",6,"undirected"
"910","910",6,"undirected"
"1","911",7,"undirected"
"909","911",6,"undirected"
"911","911",13,"undirected"
"1","912",6,"undirected"
"912","912",6,"undirected"
"1","913",6,"undirected"
"913","913",9,"undirected"
"914","914",6,"undirected"
"2","917",10,"undirected"
"820","917",12,"undirected"
"917","917",25,"undirected"
"926","926",7,"undirected"
"927","927",13,"undirected"
"1","933",8,"undirected"
"933","933",20,"undirected"
"1077","937",30,"undirected"
"721","937",35,"undirected"
"820","937",9,"undirected"
"937","937",55,"undirected"
"721","939",8,"undirected"
"820","939",6,"undirected"
"939","939",10,"undirected"
"945","945",15,"undirected"
"1013","948",7,"undirected"
"720","948",19,"undirected"
"820","948",11,"undirected"
"948","948",40,"undirected"
"949","948",6,"undirected"
"950","948",10,"undirected"
"720","949",7,"undirected"
"948","949",6,"undirected"
"949","949",10,"undirected"
"950","949",7,"undirected"
"95","95",8,"undirected"
"720","950",34,"undirected"
"820","950",11,"undirected"
"948","950",10,"undirected"
"949","950",7,"undirected"
"950","950",64,"undirected"
"952","952",7,"undirected"
"954","954",8,"undirected"
"720","955",7,"undirected"
"955","955",7,"undirected"
"956","956",13,"undirected"
"720","957",6,"undirected"
"820","957",6,"undirected"
"957","957",12,"undirected"
"720","970",6,"undirected"
"820","970",6,"undirected"
"970","970",19,"undirected"
"720","971",12,"undirected"
"820","971",14,"undirected"
"971","971",15,"undirected"
"973","973",8,"undirected"
"974","973",6,"undirected"
"973","974",6,"undirected"
"974","974",6,"undirected"
"976","976",7,"undirected"
"820","98",11,"undirected"
"98","98",14,"undirected"
"720","986",10,"undirected"
"851","986",11,"undirected"
"986","986",11,"undirected"
"820","987",10,"undirected"
"987","987",16,"undirected"
"988","987",9,"undirected"
"820","988",6,"undirected"
"987","988",9,"undirected"
"988","988",9,"undirected"
"820","989",6,"undirected"
"989","989",14,"undirected"
"992","992",12,"undirected"
"1006","997",8,"undirected"
"720","997",21,"undirected"
"820","997",16,"undirected"
"997","997",31,"undirected"
"998","997",10,"undirected"
"720","998",9,"undirected"
"820","998",12,"undirected"
"997","998",10,"undirected"
"998","998",17,"undirected"
